timestamp,pacer_backlog_credit
10.000002643000,0.00
10.000003663000,1467.00
10.000004683000,1021.00
10.000005703000,575.00
10.000006723000,1667.00
10.000007743000,1221.00
10.000008763000,775.00
10.000009783000,1867.00
10.000010803000,1421.00
10.000011823000,975.00
10.000012843000,2067.00
10.000013863000,1621.00
10.000014883000,1175.00
10.000015903000,729.00
10.000016923000,1821.00
10.000017943000,1375.00
10.000018963000,929.00
10.000019983000,2021.00
10.000021003000,1575.00
10.000022023000,1129.00
10.000023043000,683.00
10.000024063000,1775.00
10.000025083000,1329.00
10.000026103000,883.00
10.000027123000,1975.00
10.000028143000,1529.00
10.000029163000,1083.00
10.000030183000,637.00
10.000031203000,1729.00
10.000032223000,1283.00
10.000033243000,837.00
10.000034263000,1929.00
10.000035283000,1483.00
10.000036303000,1037.00
10.000037323000,591.00
10.000038343000,1683.00
10.000039363000,1237.00
10.000040383000,791.00
10.000041403000,1883.00
10.000042423000,1437.00
10.000043443000,991.00
10.000044463000,2083.00
10.000045483000,1637.00
10.000046503000,1191.00
10.000047523000,745.00
10.000048543000,1837.00
10.000049563000,1391.00
10.000050583000,945.00
10.000051603000,2037.00
10.000052623000,1591.00
10.000053643000,1145.00
10.000054663000,699.00
10.000055683000,1791.00
10.000056703000,1345.00
10.000057723000,899.00
10.000058743000,1991.00
10.000059763000,1545.00
10.000060783000,1099.00
10.000061803000,653.00
10.000062823000,1745.00
10.000063843000,1299.00
10.000064863000,853.00
10.000065883000,1945.00
10.000066903000,1499.00
10.000067923000,1053.00
10.000068943000,607.00
10.000069963000,1699.00
10.000070983000,1253.00
10.000072003000,807.00
10.000073023000,1899.00
10.000074043000,1453.00
10.000075063000,1007.00
10.000076083000,2099.00
10.000077103000,1653.00
10.000078123000,1207.00
10.000079143000,761.00
10.000080163000,1853.00
10.000081183000,1407.00
10.000082203000,961.00
10.000083223000,2053.00
10.000084243000,1607.00
10.000085263000,1161.00
10.000086283000,715.00
10.000087303000,1807.00
10.000088323000,1361.00
10.000089343000,915.00
10.000090363000,2007.00
10.000091383000,1561.00
10.000092403000,1115.00
10.000093423000,669.00
10.000094443000,1761.00
10.000095463000,1315.00
10.000096483000,869.00
10.000097503000,1961.00
10.000098523000,1515.00
10.000099543000,1069.00
10.000100563000,623.00
10.000101583000,1715.00
10.000102603000,1269.00
10.000103623000,823.00
10.000104643000,1915.00
10.000105663000,1469.00
10.000106683000,1023.00
10.000107703000,577.00
10.000108723000,1669.00
10.000109743000,1223.00
10.000110763000,777.00
10.000111783000,1869.00
10.000112803000,1423.00
10.000113823000,977.00
10.000114843000,2069.00
10.000115863000,1623.00
10.000116883000,1177.00
10.000117903000,731.00
10.000118923000,1823.00
10.000119943000,1377.00
10.000120963000,931.00
10.000121983000,2023.00
10.000123003000,1577.00
10.000124023000,1131.00
10.000125043000,685.00
10.000126063000,1777.00
10.000127083000,1331.00
10.000128103000,885.00
10.000129123000,1977.00
10.000130143000,1531.00
10.000131163000,1085.00
10.000132183000,639.00
10.000133203000,1731.00
10.000134223000,1285.00
10.000135243000,839.00
10.000136263000,1931.00
10.000137283000,1485.00
10.000138303000,1039.00
10.000139323000,593.00
10.000140343000,1685.00
10.000141363000,1239.00
10.000142383000,793.00
10.000143403000,1885.00
10.000144423000,1439.00
10.000145443000,993.00
10.000146463000,2085.00
10.000147483000,1639.00
10.000148503000,1193.00
10.000149523000,747.00
10.000150543000,1839.00
10.000151563000,1393.00
10.000152583000,947.00
10.000153603000,2039.00
10.000154623000,1593.00
10.000155643000,1147.00
10.000156663000,701.00
10.000157683000,1793.00
10.000158703000,1347.00
10.000159723000,901.00
10.000160743000,1993.00
10.000161763000,1547.00
10.000162783000,1101.00
10.000163803000,655.00
10.000164823000,1747.00
10.000165843000,1301.00
10.000166863000,855.00
10.000167883000,1947.00
10.000168903000,1501.00
10.000169923000,1055.00
10.000170943000,609.00
10.000171963000,1701.00
10.000172983000,1255.00
10.000174003000,809.00
10.000175023000,1901.00
10.000176043000,1455.00
10.000177063000,1009.00
10.000178083000,563.00
10.000179103000,1655.00
10.000180123000,1209.00
10.000181143000,763.00
10.000182163000,1855.00
10.000183183000,1409.00
10.000184203000,963.00
10.000185223000,2055.00
10.000186243000,1609.00
10.000187263000,1163.00
10.000188283000,717.00
10.000189303000,1809.00
10.000190323000,1363.00
10.000191343000,917.00
10.000192363000,2009.00
10.000193383000,1563.00
10.000194403000,1117.00
10.000195423000,671.00
10.000196443000,1763.00
10.000197463000,1317.00
10.000198483000,871.00
10.000199503000,1963.00
10.000200523000,1517.00
10.000201543000,1071.00
10.000202563000,625.00
10.000203583000,1717.00
10.000204603000,1271.00
10.000205623000,825.00
10.000206643000,1917.00
10.000207663000,1471.00
10.000208683000,1025.00
10.000209703000,579.00
10.000210723000,1671.00
10.000211743000,1225.00
10.000212763000,779.00
10.000213783000,1871.00
10.000214803000,1425.00
10.000215823000,979.00
10.000216843000,2071.00
10.000217863000,1625.00
10.000218883000,1179.00
10.000219903000,733.00
10.000220923000,1825.00
10.000221943000,1379.00
10.000222963000,933.00
10.000223983000,2025.00
10.000225003000,1579.00
10.000226023000,1133.00
10.000227043000,687.00
10.000228063000,1779.00
10.000229083000,1333.00
10.000230103000,887.00
10.000231123000,1979.00
10.000232143000,1533.00
10.000233163000,1087.00
10.000234183000,641.00
10.000235203000,1733.00
10.000236223000,1287.00
10.000237243000,841.00
10.000238263000,1933.00
10.000239283000,1487.00
10.000240303000,1041.00
10.000241323000,595.00
10.000242343000,1687.00
10.000243363000,1241.00
10.000244383000,795.00
10.000245403000,1887.00
10.000246423000,1441.00
10.000247443000,995.00
10.000248463000,2087.00
10.000249483000,1641.00
10.000250503000,1195.00
10.000251523000,749.00
10.000252543000,1841.00
10.000253563000,1395.00
10.000254583000,949.00
10.000255603000,2041.00
10.000256623000,0.00
10.000257643000,0.00
10.000258663000,0.00
10.000259683000,0.00
10.000260703000,0.00
10.000261723000,0.00
10.000262743000,0.00
10.000263763000,0.00
10.000264783000,0.00
10.000265803000,0.00
10.000266823000,0.00
10.000267843000,0.00
10.000268863000,0.00
10.000269883000,0.00
10.000270903000,0.00
10.000271923000,0.00
10.000272943000,0.00
10.000273963000,0.00
10.000274983000,0.00
10.000276003000,0.00
10.000277023000,0.00
10.000278043000,0.00
10.000279063000,0.00
10.000280083000,0.00
10.000281103000,0.00
10.000282123000,0.00
10.000283143000,0.00
10.000284163000,0.00
10.000285183000,0.00
10.000286203000,0.00
10.000287223000,0.00
10.000288243000,0.00
10.000289263000,0.00
10.000290283000,0.00
10.000291303000,0.00
10.000292323000,0.00
10.000293343000,0.00
10.000294363000,0.00
10.000295383000,0.00
10.000296403000,0.00
10.000297423000,0.00
10.000298443000,0.00
10.000299463000,0.00
10.000300483000,0.00
10.000301503000,0.00
10.000302523000,0.00
10.000303543000,0.00
10.000304563000,0.00
10.000305583000,0.00
10.000306603000,0.00
10.000307623000,0.00
10.000308643000,0.00
10.000309663000,0.00
10.000310683000,0.00
10.000311703000,0.00
10.000312723000,0.00
10.000313743000,0.00
10.000314763000,0.00
10.000315783000,0.00
10.000316803000,0.00
10.000317823000,0.00
10.000318843000,0.00
10.000319863000,0.00
10.000320883000,0.00
10.000321903000,0.00
10.000322923000,0.00
10.000323943000,0.00
10.000324963000,0.00
10.000325983000,0.00
10.000327003000,0.00
10.000328023000,0.00
10.000329043000,0.00
10.000330063000,0.00
10.000331083000,0.00
10.000332103000,0.00
10.000333123000,0.00
10.000334143000,0.00
10.000335163000,0.00
10.000336183000,0.00
10.000337203000,0.00
10.000338223000,0.00
10.000339243000,0.00
10.000340263000,0.00
10.000341283000,0.00
10.000342303000,0.00
10.000343323000,0.00
10.000344343000,0.00
10.000345363000,0.00
10.000346383000,0.00
10.000347403000,0.00
10.000348423000,0.00
10.000349443000,0.00
10.000350463000,0.00
10.000351483000,0.00
10.000352503000,0.00
10.000353523000,0.00
10.000354543000,0.00
10.000355563000,0.00
10.000356583000,0.00
10.000357603000,0.00
10.000358623000,0.00
10.000359643000,0.00
10.000360663000,0.00
10.000361683000,0.00
10.000362703000,0.00
10.000363723000,0.00
10.000364743000,0.00
10.000365763000,0.00
10.000366783000,0.00
10.000367803000,0.00
10.000368823000,0.00
10.000369843000,0.00
10.000370863000,0.00
10.000371883000,0.00
10.000372903000,0.00
10.000373923000,0.00
10.000374943000,0.00
10.000375963000,0.00
10.000376983000,0.00
10.000378003000,0.00
10.000379023000,0.00
10.000380043000,0.00
10.000381063000,0.00
10.000382083000,0.00
10.000383103000,0.00
10.000384123000,0.00
10.000385143000,0.00
10.000386163000,0.00
10.000387183000,0.00
10.000388203000,0.00
10.000389223000,0.00
10.000390243000,0.00
10.000391263000,0.00
10.000392283000,0.00
10.000393303000,0.00
10.000394323000,0.00
10.000395343000,0.00
10.000396363000,0.00
10.000397383000,0.00
10.000398403000,0.00
10.000399423000,0.00
